t142libg317	362	471
t142libg316	327	516
t142libg318	385	325
t142libg320	385	325
t142libg319	556	411
t142libg310	381	607
t142libg311	492	564
t142libg313	612	561
t142libg312	684	486
t142libg308	424	850
t142libg314	603	753
t142libg306	377	1036
t142libg307	405	981
t142libg315	610	982
t142libg301	670	1140
t142libg302	631	1285
t142libg305	500	1248
t142libg304	520	1336
t142libg303	490	1404
t601all10g3	410	1385
